ResponseId,Age,YearsCode,CompTotal,ConvertedCompYearly
814,35-44 years old,20,50000,55108
815,25-34 years old,3,3000000,36351
816,25-34 years old,12,16936,210
817,25-34 years old,15,NA,NA
818,25-34 years old,26,NA,NA
819,35-44 years old,19,200000,76607
820,45-54 years old,25,NA,NA
821,25-34 years old,12,NA,NA
822,25-34 years old,13,NA,NA
823,Under 18 years old,3,NA,NA
824,45-54 years old,25,1500000,138212
825,35-44 years old,22,80000,85672
826,25-34 years old,8,1200000,14540
827,45-54 years old,26,50000,53545
828,18-24 years old,5,NA,NA
829,45-54 years old,35,106000,113515
830,35-44 years old,NA,NA,NA
831,35-44 years old,23,73500,78711
832,35-44 years old,30,100000,107090
833,35-44 years old,12,NA,NA
834,35-44 years old,20,80000,85672
835,35-44 years old,30,36000,38552
836,18-24 years old,9,NA,NA
837,Under 18 years old,4,NA,NA
838,18-24 years old,2,NA,NA
839,35-44 years old,28,NA,NA
840,45-54 years old,30,110000,110000
841,25-34 years old,11,120000,24345
842,35-44 years old,12,42000,1974
843,35-44 years old,26,26000,27843
844,25-34 years old,8,NA,NA
845,25-34 years old,10,NA,NA
846,18-24 years old,4,NA,NA
847,18-24 years old,8,42000,52138
848,45-54 years old,29,NA,NA
849,18-24 years old,7,NA,NA
850,35-44 years old,17,NA,NA
851,45-54 years old,39,210000,156138
852,45-54 years old,42,NA,NA
853,25-34 years old,8,58000,62112
854,45-54 years old,35,170000,182052
855,25-34 years old,10,5500000,66643
856,25-34 years old,12,NA,NA
857,18-24 years old,6,NA,NA
858,25-34 years old,20,45000,48190
859,35-44 years old,NA,NA,NA
860,18-24 years old,Less than 1 year,NA,NA
861,Prefer not to say,30,NA,NA
862,25-34 years old,16,1200000,54592
863,25-34 years old,13,NA,NA
864,25-34 years old,Less than 1 year,NA,NA
865,55-64 years old,36,96000,96000
866,25-34 years old,14,32500,34804
867,Under 18 years old,6,540000,6683
868,35-44 years old,20,40000,42836
869,25-34 years old,12,600000,7270
870,Under 18 years old,7,NA,NA
871,25-34 years old,4,NA,NA
872,35-44 years old,20,75000,80317
873,35-44 years old,18,350000,350000
874,55-64 years old,42,120000,128507
875,18-24 years old,5,NA,NA
876,45-54 years old,NA,NA,NA
877,45-54 years old,23,67800,72607
878,35-44 years old,25,140000,28403
879,18-24 years old,3,12000,12000
880,25-34 years old,2,NA,NA
881,25-34 years old,22,49600,53116
882,25-34 years old,8,NA,NA
883,35-44 years old,28,360000,96220
884,18-24 years old,10,NA,NA
885,35-44 years old,13,340000,81349
886,25-34 years old,9,55000,58899
887,25-34 years old,10,NA,NA
888,25-34 years old,15,NA,NA
889,55-64 years old,42,150000,150000
890,25-34 years old,9,60000,64254
891,18-24 years old,7,950000,11511
892,Under 18 years old,NA,NA,NA
893,25-34 years old,9,700,700
894,45-54 years old,19,NA,NA
895,25-34 years old,8,NA,NA
896,35-44 years old,30,NA,NA
897,25-34 years old,1,NA,NA
898,25-34 years old,10,165000,165000
899,25-34 years old,9,160000,38282
900,18-24 years old,4,NA,NA
901,18-24 years old,1,NA,NA
902,25-34 years old,16,6000000,74254
903,25-34 years old,Less than 1 year,NA,NA
904,18-24 years old,6,NA,NA
905,Under 18 years old,4,NA,NA
906,35-44 years old,5,NA,NA
907,18-24 years old,4,NA,NA
908,18-24 years old,5,NA,NA
909,18-24 years old,2,NA,NA
910,45-54 years old,33,NA,NA
911,35-44 years old,5,24000,25701
912,45-54 years old,35,50000,53545
913,25-34 years old,8,NA,NA
914,18-24 years old,8,30000,32127
915,18-24 years old,NA,NA,NA
916,25-34 years old,14,220000,235597
917,18-24 years old,6,65000,69608
918,35-44 years old,26,NA,NA
919,35-44 years old,13,624000,89722
920,35-44 years old,20,140000,149925
921,45-54 years old,4,NA,NA
922,45-54 years old,25,NA,NA
923,35-44 years old,25,NA,NA
924,45-54 years old,22,75000,80317
925,25-34 years old,14,73000,78175
926,25-34 years old,10,100000,54748
927,45-54 years old,25,NA,NA
928,25-34 years old,5,NA,NA
929,Under 18 years old,2,NA,NA
930,35-44 years old,25,3125,3347
931,25-34 years old,8,NA,NA
932,25-34 years old,8,6000000,54823
933,45-54 years old,30,110000,117798
934,25-34 years old,15,NA,NA
935,35-44 years old,14,50000,53545
936,35-44 years old,20,70000,74963
937,55-64 years old,43,NA,NA
938,35-44 years old,26,NA,NA
939,25-34 years old,7,31000,33198
940,25-34 years old,7,NA,NA
941,45-54 years old,27,111420,111420
942,25-34 years old,9,90000,96381
943,25-34 years old,15,50000,53545
944,18-24 years old,6,45000,48190
945,18-24 years old,4,NA,NA
946,35-44 years old,20,NA,NA
947,25-34 years old,10,5000000000,118112
948,Under 18 years old,7,NA,NA
949,25-34 years old,2,NA,NA
950,18-24 years old,7,70502,14303
951,55-64 years old,40,NA,NA
952,18-24 years old,4,NA,NA
953,25-34 years old,10,40000,42836
954,45-54 years old,30,60000,64254
955,25-34 years old,9,NA,NA
956,25-34 years old,11,280000,56805
957,25-34 years old,15,100000,107090
958,25-34 years old,18,NA,NA
959,18-24 years old,2,NA,NA
960,45-54 years old,30,160000,160000
961,25-34 years old,9,35979,38530
962,25-34 years old,13,504000,46439
963,18-24 years old,5,NA,NA
964,35-44 years old,22,148000,148000
965,35-44 years old,12,NA,NA
966,25-34 years old,8,550000,50678
967,25-34 years old,5,40000,42836
968,18-24 years old,6,700000,63429
969,35-44 years old,33,NA,NA
970,55-64 years old,45,NA,NA
971,25-34 years old,4,35000,43448
972,45-54 years old,30,70000,74963
973,25-34 years old,18,63000,67466
974,25-34 years old,17,220000,44633
975,25-34 years old,8,6000,6000
976,25-34 years old,18,NA,NA
977,55-64 years old,33,97435,104343
978,25-34 years old,9,55000,68276
979,25-34 years old,2,NA,NA
980,25-34 years old,7,18200,19490
981,18-24 years old,9,NA,NA
982,45-54 years old,33,3000000,136481
983,25-34 years old,18,4320000,52345
984,18-24 years old,5,31000,6289
985,25-34 years old,15,1800000,21810
986,25-34 years old,10,25000,25000
987,Under 18 years old,8,NA,NA
988,Under 18 years old,NA,NA,NA
989,35-44 years old,NA,NA,NA
990,35-44 years old,20,1100000,294007
991,25-34 years old,10,NA,NA
992,35-44 years old,26,120000,120000
993,45-54 years old,25,120000,120000
994,18-24 years old,NA,NA,NA
995,18-24 years old,1,20000,21418
996,35-44 years old,12,42000,44978
997,25-34 years old,8,1800000,4685
998,25-34 years old,15,90000,96381
999,35-44 years old,20,NA,NA
1000,45-54 years old,29,240000,240000
1001,35-44 years old,35,300000,372415
1002,45-54 years old,25,NA,NA
1003,Under 18 years old,4,NA,NA
1004,35-44 years old,30,54166,58006
1005,25-34 years old,17,85000,91026
1006,25-34 years old,11,230000,171008
1007,25-34 years old,10,92000,68403
1008,18-24 years old,6,NA,NA
1009,25-34 years old,16,75000,80317
1010,35-44 years old,14,250000,250000
1011,25-34 years old,17,57000,61041
1012,25-34 years old,13,108000,119034
1013,25-34 years old,5,100000,107090
1014,25-34 years old,10,1600000,19387
1015,Under 18 years old,4,NA,NA
1016,25-34 years old,17,720000,103525
1017,25-34 years old,17,NA,NA
1018,25-34 years old,19,55000,58899
1019,18-24 years old,6,NA,NA
1020,18-24 years old,7,NA,NA
1021,Under 18 years old,3,NA,NA
1022,25-34 years old,6,46000,57104
1023,25-34 years old,9,33600,35982
1024,45-54 years old,30,85000,91026
1025,25-34 years old,5,48000,10484
1026,25-34 years old,20,160000,171343
1027,25-34 years old,12,50000,53545
1028,45-54 years old,20,NA,NA
1029,35-44 years old,10,NA,NA
1030,25-34 years old,5,52000,57312
1031,25-34 years old,11,NA,NA
1032,45-54 years old,35,NA,NA
1033,25-34 years old,14,NA,NA
1034,45-54 years old,25,NA,NA
1035,35-44 years old,17,170000,170000
1036,25-34 years old,8,500000,6188
1037,18-24 years old,5,NA,NA
1038,45-54 years old,30,NA,NA
1039,25-34 years old,7,NA,NA
1040,18-24 years old,3,NA,NA
1041,18-24 years old,6,NA,NA
1042,35-44 years old,23,NA,NA
1043,18-24 years old,3,21600,23131
1044,45-54 years old,40,150000,150000
1045,18-24 years old,10,80000,80000
1046,25-34 years old,13,180000,8189
1047,25-34 years old,7,NA,NA
1048,65 years or older,20,NA,NA
1049,45-54 years old,35,75000,80317
1050,18-24 years old,3,NA,NA
1051,18-24 years old,7,NA,NA
1052,45-54 years old,32,NA,NA
1053,35-44 years old,14,70000,74963
1054,Under 18 years old,5,NA,NA
1055,18-24 years old,2,NA,NA
1056,35-44 years old,15,NA,NA
1057,25-34 years old,12,200000,148703
1058,65 years or older,More than 50 years,200000,200000
1059,45-54 years old,27,NA,NA
1060,35-44 years old,28,NA,NA
1061,25-34 years old,7,NA,NA
1062,25-34 years old,13,8000,2132
1063,35-44 years old,22,NA,NA
1064,35-44 years old,22,NA,NA
1065,35-44 years old,20,90000,96381
1066,Under 18 years old,8,NA,NA
1067,25-34 years old,5,NA,NA
1068,35-44 years old,20,145000,159814
1069,Under 18 years old,3,NA,NA
1070,18-24 years old,7,NA,NA
1071,25-34 years old,15,NA,NA
1072,35-44 years old,25,NA,NA
1073,Under 18 years old,4,NA,NA
1074,25-34 years old,14,73500,78711
1075,25-34 years old,8,86000,92097
1076,25-34 years old,8,NA,NA
1077,45-54 years old,25,NA,NA
1078,18-24 years old,7,NA,NA
1079,25-34 years old,20,185000,185000
1080,18-24 years old,7,NA,NA
1081,25-34 years old,18,110000,81787
1082,45-54 years old,30,NA,NA
1083,18-24 years old,4,NA,NA
1084,18-24 years old,6,NA,NA
1085,18-24 years old,3,73000,73000
1086,55-64 years old,50,NA,NA
1087,35-44 years old,20,NA,NA
1088,25-34 years old,10,NA,NA
1089,18-24 years old,12,72000,72000
1090,55-64 years old,44,NA,NA
1091,25-34 years old,7,NA,NA
1092,45-54 years old,30,135000,144571
1093,25-34 years old,10,105000,105000
1094,Under 18 years old,5,NA,NA
1095,18-24 years old,5,9000000,88833
1096,35-44 years old,26,38000,47173
1097,45-54 years old,43,NA,NA
1098,25-34 years old,12,70000,74963
1099,25-34 years old,8,10000,10000
1100,25-34 years old,3,NA,NA
1101,Under 18 years old,2,NA,NA
1102,45-54 years old,30,NA,NA
1103,25-34 years old,15,NA,NA
1104,35-44 years old,12,33000,35340
1105,35-44 years old,10,NA,NA
1106,18-24 years old,10,50000,50000
1107,25-34 years old,12,100000,107090
1108,25-34 years old,9,40000,40000
1109,25-34 years old,3,2500,803
1110,25-34 years old,15,110400,22398
1111,35-44 years old,12,56000,59970
1112,Under 18 years old,4,NA,NA
1113,25-34 years old,10,45000,48190
1114,25-34 years old,4,50000,53545
1115,35-44 years old,29,275000,204466
1116,18-24 years old,6,NA,NA
1117,25-34 years old,15,169000,169000
1118,35-44 years old,20,100000,1212
1119,25-34 years old,6,110000,110000
1120,25-34 years old,13,120000,128507
1121,18-24 years old,3,NA,NA
1122,55-64 years old,39,2400000,29702
1123,25-34 years old,9,18000,19276
1124,18-24 years old,2,NA,NA
1125,35-44 years old,30,57000,61041
1126,25-34 years old,18,100000,110216
1127,35-44 years old,16,100000,100000
1128,18-24 years old,7,44400,47548
1129,35-44 years old,24,NA,NA
1130,25-34 years old,7,NA,NA
1131,35-44 years old,25,620000,57128
1132,45-54 years old,40,120000,128507
1133,25-34 years old,15,96000,102806
1134,25-34 years old,12,120000,148966
1135,35-44 years old,33,110000,110000
1136,25-34 years old,4,1100000,13329
1137,18-24 years old,5,15000,16063
1138,25-34 years old,7,NA,NA
1139,18-24 years old,3,NA,NA
1140,35-44 years old,22,NA,NA
1141,25-34 years old,14,7000000000,165357
1142,25-34 years old,2,NA,NA
1143,25-34 years old,15,125000,125000
1144,25-34 years old,16,40000,42836
1145,25-34 years old,13,140000,92545
1146,25-34 years old,5,1200000,14540
1147,35-44 years old,15,NA,NA
1148,25-34 years old,13,85000,91026
1149,25-34 years old,6,120000,128507
1150,45-54 years old,31,NA,NA
1151,25-34 years old,9,8000,8567
1152,45-54 years old,22,135000,144571
1153,18-24 years old,5,NA,NA
1154,55-64 years old,40,NA,NA
1155,45-54 years old,16,28000,29985
1156,Under 18 years old,2,NA,NA
1157,18-24 years old,6,NA,NA
1158,25-34 years old,13,NA,NA
1159,25-34 years old,4,NA,NA
1160,25-34 years old,10,68000,72821
1161,55-64 years old,45,22000,22000
1162,35-44 years old,31,NA,NA
1163,35-44 years old,25,95000,70634
1164,25-34 years old,14,85000,105517
1165,18-24 years old,9,NA,NA
1166,35-44 years old,25,NA,NA
1167,35-44 years old,15,50000,53545
1168,18-24 years old,1,NA,NA
1169,35-44 years old,10,170000,170000
1170,18-24 years old,Less than 1 year,NA,NA
1171,25-34 years old,12,68000,72821
1172,18-24 years old,6,NA,NA
1173,25-34 years old,12,150000,165324
1174,45-54 years old,40,60000,64254
1175,25-34 years old,9,120000,120000
1176,35-44 years old,35,NA,NA
1177,25-34 years old,7,98000,104948
1178,35-44 years old,20,200000,200000
1179,18-24 years old,11,NA,NA
1180,35-44 years old,10,150000,150000
1181,18-24 years old,10,40000,42836
1182,35-44 years old,20,0,NA
1183,18-24 years old,4,NA,NA
1184,45-54 years old,32,29000,29000
1185,18-24 years old,5,NA,NA
1186,25-34 years old,9,NA,NA
1187,35-44 years old,19,4400000,53314
1188,25-34 years old,10,77062,77062
1189,25-34 years old,7,120000,128507
1190,25-34 years old,5,35000,37481
1191,35-44 years old,20,14000000,57730
1192,35-44 years old,28,163000,163000
1193,35-44 years old,25,73000,78175
1194,35-44 years old,24,NA,NA
1195,18-24 years old,3,NA,NA
1196,45-54 years old,35,100000,107090
1197,45-54 years old,30,235000,235000
1198,25-34 years old,2,37000,39623
1199,45-54 years old,41,175000,187407
1200,25-34 years old,10,NA,NA
1201,25-34 years old,8,NA,NA
1202,18-24 years old,6,NA,NA
1203,25-34 years old,12,60000,64254
1204,45-54 years old,21,135000,148792
1205,25-34 years old,7,55000,58899
1206,25-34 years old,11,350000,350000
1207,25-34 years old,10,120000,128507
1208,25-34 years old,13,40000,8115
1209,18-24 years old,4,NA,NA
1210,25-34 years old,3,420000,3026
1211,18-24 years old,5,NA,NA
1212,35-44 years old,3,330000,78956
1213,55-64 years old,38,80000,85672
1214,25-34 years old,10,125000,137770
1215,35-44 years old,25,110000,81787
1216,18-24 years old,8,NA,NA
1217,25-34 years old,12,20000,21418
1218,35-44 years old,12,83640,89570
1219,18-24 years old,4,NA,NA
1220,25-34 years old,13,75000,80317
1221,25-34 years old,18,160000,118962
1222,35-44 years old,2,NA,NA
1223,18-24 years old,7,48000,51403
1224,18-24 years old,8,NA,NA
1225,18-24 years old,4,NA,NA
1226,55-64 years old,15,130000,130000
1227,35-44 years old,21,92000,98522
1228,Prefer not to say,28,NA,NA
1229,25-34 years old,12,65000,69608
1230,25-34 years old,11,NA,NA
1231,25-34 years old,17,65000,69608
1232,18-24 years old,7,46500,49797
1233,25-34 years old,4,42000,52138
1234,25-34 years old,15,480000,97381
1235,25-34 years old,10,400000,81150
1236,35-44 years old,4,90000,90000
1237,18-24 years old,6,NA,NA
1238,25-34 years old,10,54000,14698
1239,25-34 years old,13,500000,23504
1240,25-34 years old,10,NA,NA
1241,35-44 years old,10,NA,NA
1242,18-24 years old,7,NA,NA
1243,18-24 years old,2,NA,NA
1244,35-44 years old,15,45000,48190
1245,18-24 years old,10,80000,85672
1246,25-34 years old,10,70200,75177
1247,18-24 years old,1,NA,NA
1248,25-34 years old,16,NA,NA
1249,35-44 years old,18,NA,NA
1250,25-34 years old,18,NA,NA
1251,25-34 years old,15,95000,117931
1252,65 years or older,34,NA,NA
1253,25-34 years old,10,NA,NA
1254,35-44 years old,25,NA,NA
1255,35-44 years old,20,NA,NA
1256,55-64 years old,40,208000,208000
1257,25-34 years old,14,235000,235000
1258,25-34 years old,12,NA,NA
1259,35-44 years old,18,65000,69608
1260,25-34 years old,3,200000,1974
1261,35-44 years old,27,NA,NA
1262,35-44 years old,15,70000,74963
1263,18-24 years old,5,NA,NA
1264,18-24 years old,6,NA,NA
1265,25-34 years old,9,1000000,12117
1266,35-44 years old,17,160000,171343
1267,18-24 years old,1,NA,NA
1268,25-34 years old,6,NA,NA
1269,18-24 years old,6,NA,NA
1270,25-34 years old,12,32500,34804
1271,25-34 years old,2,60000,455
1272,35-44 years old,16,90000,96381
1273,35-44 years old,21,NA,NA
1274,18-24 years old,5,NA,NA
1275,Under 18 years old,4,NA,NA
1276,25-34 years old,13,150000,150000
1277,18-24 years old,10,57000,70759
1278,18-24 years old,3,NA,NA
1279,55-64 years old,2,NA,NA
1280,25-34 years old,4,NA,NA
1281,45-54 years old,14,NA,NA
1282,25-34 years old,1,NA,NA
1283,35-44 years old,12,85000,91026
1284,25-34 years old,12,68000,72821
1285,18-24 years old,3,NA,NA
1286,25-34 years old,10,62000,66396
1287,35-44 years old,30,700000,100649
1288,18-24 years old,9,NA,NA
1289,25-34 years old,4,NA,NA
1290,25-34 years old,6,NA,NA
1291,25-34 years old,8,1092000,49679
1292,25-34 years old,12,NA,NA
1293,25-34 years old,NA,NA,NA
1294,25-34 years old,11,NA,NA
1295,18-24 years old,5,NA,NA
1296,25-34 years old,5,NA,NA
1297,25-34 years old,3,NA,NA
1298,35-44 years old,10,45000,48190
1299,25-34 years old,4,92000,92000
1300,25-34 years old,16,NA,NA
1301,35-44 years old,30,48000,15417
1302,25-34 years old,14,NA,NA
1303,45-54 years old,24,NA,NA
1304,55-64 years old,43,NA,NA
1305,35-44 years old,18,84314,17105
1306,25-34 years old,17,730000,104963
1307,55-64 years old,26,200000,132208
1308,35-44 years old,23,NA,NA
1309,45-54 years old,32,120000,132260
1310,25-34 years old,22,66000,70679
1311,25-34 years old,10,72500,72500
1312,25-34 years old,11,70000,74963
1313,25-34 years old,11,42000,44978
1314,18-24 years old,5,NA,NA
1315,18-24 years old,9,NA,NA
1316,35-44 years old,17,NA,NA
1317,25-34 years old,12,120000,120000
1318,25-34 years old,16,NA,NA
1319,35-44 years old,10,NA,NA
1320,18-24 years old,4,NA,NA
1321,55-64 years old,40,250000,250000
1322,25-34 years old,10,20000,21418
1323,35-44 years old,25,139000,139000
1324,35-44 years old,28,44000,54621
1325,18-24 years old,5,NA,NA
1326,25-34 years old,6,55000,58899
1327,45-54 years old,40,NA,NA
1328,25-34 years old,16,30000,32127
1329,35-44 years old,32,125000,92939
1330,25-34 years old,10,35000,37481
1331,25-34 years old,13,NA,NA
1332,25-34 years old,8,35640,38167
1333,25-34 years old,8,NA,NA
1334,65 years or older,32,NA,NA
1335,18-24 years old,3,210000,2403
1336,55-64 years old,45,250000,250000
1337,35-44 years old,20,52000,55687
1338,45-54 years old,25,50000,53545
1339,Under 18 years old,7,NA,NA
1340,18-24 years old,6,2400000,8402
1341,18-24 years old,4,NA,NA
1342,35-44 years old,24,330000,245360
1343,25-34 years old,15,160000,118962
1344,25-34 years old,22,NA,NA
1345,25-34 years old,11,37800,40480
1346,35-44 years old,22,110000,121238
1347,55-64 years old,40,NA,NA
1348,18-24 years old,3,NA,NA
1349,25-34 years old,15,60000,64254
1350,Under 18 years old,2,NA,NA
1351,18-24 years old,9,75000,75000
1352,25-34 years old,16,165000,165000
1353,Under 18 years old,5,NA,NA
1354,25-34 years old,5,NA,NA
1355,35-44 years old,19,85000,91026
1356,55-64 years old,15,NA,NA
1357,25-34 years old,13,150000,160634
1358,18-24 years old,7,NA,NA
1359,25-34 years old,7,NA,NA
1360,25-34 years old,12,NA,NA
1361,25-34 years old,15,NA,NA
1362,25-34 years old,5,NA,NA
1363,25-34 years old,8,1700000,31171
1364,25-34 years old,10,65000,69608
1365,18-24 years old,5,65000,69608
1366,25-34 years old,8,NA,NA
1367,25-34 years old,6,NA,NA
1368,25-34 years old,2,52000000,7219
1369,55-64 years old,44,144000,144000
1370,25-34 years old,18,3600000000,85041
1371,Under 18 years old,3,NA,NA
1372,55-64 years old,27,220000,220000
1373,25-34 years old,7,NA,NA
1374,25-34 years old,9,NA,NA
1375,18-24 years old,4,NA,NA
